Область; Адміністративний район(старий); Адміністративний район(новий); Найменування ОТГ(довідково); Населений пункт; Індекс НП; Назва вулиці;;
Вінницька;Калинівський;Хмільницький;Калинівська;с. Бережани;22426;пров. Квітневий;49.4450296;24.938854
Вінницька;Калинівський;Хмільницький;Іванівська;с. Байківка;22430;пров. Загребельний;48.413006;33.951897
Вінницька;Калинівський;Хмільницький;Іванівська;с. Байківка;22430;вул. Бездушного;48.413006;33.951897
Вінницька;Калинівський;Хмільницький;Іванівська;с. Іванів;22432;пров. 1-й Поштовий;49.4852718;28.3424484
Вінницька;Калинівський;Хмільницький;Іванівська;с. Іванів;22432;пров. 2-й Поштовий;49.4852718;28.3424484
Вінницька;Калинівський;Хмільницький;Іванівська;с. Іванів;22432;вул. Свинаря;49.4880557;28.3432326
Вінницька;Калинівський;Хмільницький;Іванівська;с. Іванів;22432;пров. 1-й Космонавтів;49.4852718;28.3424484
Вінницька;Калинівський;Хмільницький;Іванівська;с. Іванів;22432;пров. 2-й Космонавтів;49.4852718;28.3424484
Вінницька;Калинівський;Хмільницький;Іванівська;с. Іванів;22432;пров. Привокзальний;49.4852718;28.3424484
Вінницька;Калинівський;Хмільницький;Калинівська;с. Павлівка;22436;вул. Мізяківська;48.13145;39.54048
Вінницька;Калинівський;Хмільницький;Калинівська;с. Павлівка;22436;вул. Волинця;48.13145;39.54048
Вінницька;Калинівський;Хмільницький;Калинівська;с. Павлівка;22436;пров. Стельмаха;48.13145;39.54048
Вінницька;Калинівський;Хмільницький;Калинівська;с. Павлівка;22436;пров. Кам'яний;48.13145;39.54048
Вінницька;Калинівський;Хмільницький;Калинівська;с. Павлівка;22436;вул. Конзіча;48.13145;39.54048
Вінницька;Калинівський;Хмільницький;Калинівська;с. Корделівка;22445;вул. Постолова;49.52599;28.540335
Вінницька;Крижопільський;Тульчинський;Крижопільська;с. Соколівка;24633;вул. Шкільна;49.1586602;26.8581367
Вінницька;Крижопільський;Тульчинський;Крижопільська;с. Жабокрич;24640;вул. Дружби;48.3819719;29.0251475
Вінницька;Тульчинський;Тульчинський;Тульчинська;с. Тиманівка;23644;вул. Кокошка;48.57571;28.84976
Вінницька;Тульчинський;Тульчинський;Тульчинська;с. Тиманівка;23644;вул. Захара Дмитрика;48.57571;28.84976
Вінницька;Тульчинський;Тульчинський;Тульчинська;с. Тиманівка;23644;вул. Майора Горіхова;48.57571;28.84976
Вінницька;Тульчинський;Тульчинський;Тульчинська;с. Тиманівка;23644;вул. Молодіжна;48.57571;28.84976
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Яришів;24024;пров. Майдан;48.512192;27.63199
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Яришів;24024;пров. Чабана;48.512192;27.63199
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Яришів;24024;пров. Гагаріна;48.512192;27.63199
Вінницька;Тульчинський;Тульчинський;Тульчинська;с. Клебань;23660;вул. Привітна;48.6683394;29.0096914
Вінницька;Тульчинський;Тульчинський;Тульчинська;с. Клебань;23660;пров. Дружній;48.6657773;29.0112182
Вінницька;Тульчинський;Тульчинський;Тульчинська;с. Клебань;23660;вул. Урожайна;48.6647826;29.0338424
Вінницька;Тульчинський;Тульчинський;Тульчинська;с. Клебань;23660;пров. Прилужний;48.6695919;29.0349884
Вінницька;Тульчинський;Гайсинський;Ладижинська;с. Заозерне;23664;вул. Грушівка;51.372025;23.941853
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Кричанівка;24034;пров. Гірський;48.588737;27.852503
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Кричанівка;24034;пров. Суворова;48.588737;27.852503
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Кричанівка;24034;пров. Гонти;48.588737;27.852503
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Володіївці;24120;вул. Селянина;48.8586;27.74151
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Кричанівка;24034;пров. Зарічний;48.588737;27.852503
Вінницька;Іллінецький;Вінницький;Іллінецька;с. Сорока;22731;вул. Березенська;64.5216684;34.7625835
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;с. Дружба;23407;вул. Атаки;52.0476694;33.9429257
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;с. Дружба;23407;вул. 40-річчя Перемоги;52.0476694;33.9429257
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Незалежності;48.417961;28.160311
Вінницька;Оратівський;Вінницький;Оратівська;с. Якимівка;22622;вул. Театральна;46.7051773;35.1677138
Вінницька;Оратівський;Вінницький;Оратівська;с. Осична;22624;вул. Бондарівська;49.713295;28.433264
Вінницька;Оратівський;Вінницький;Оратівська;с. Чагів;22635;вул. Заїки;49.2181402;29.3266289
Вінницька;Оратівський;Вінницький;Оратівська;с. Юшківці;22652;вул. Мельошина;49.508785;24.275335
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Гальжбіївка;24504;вул. Олександра Перепелиці;48.261707;28.224245
Вінницька;Томашпільський;Тульчинський;Томашпільська;с. Липівка;24205;вул. Наволошена;49.51659;24.566322
Вінницька;Томашпільський;Тульчинський;Томашпільська;с. Пилипи-Борівські;24215;вул. Жоріна;48.499825;28.346018
Вінницька;Томашпільський;Тульчинський;Томашпільська;с. Олександрівка;24220;вул. Пшенишнюка;48.7073967;36.9207752
Вінницька;Томашпільський;Тульчинський;Томашпільська;с. Кислицьке;24226;вул. Паланська;48.546871;28.67672
Вінницька;Томашпільський;Тульчинський;Томашпільська;с. Стіна;24231;вул. Кельбаса;48.45554;28.41786
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Буша;24523;вул. Івана Гонти;48.336132;28.122936
Вінницька;Томашпільський;Тульчинський;Томашпільська;с. Гнатків;24232;вул. Яружна;48.4478907;28.5030494
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;с. Морозівка;23433;вул. Космонавтів;49.615292;27.28558
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;с. Морозівка;23433;вул. 8-го Березня;49.615292;27.28558
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;с. Попелюхи;23434;вул. Нетребчука;48.68626;27.65431
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;с. Попелюхи;23434;вул. Казашвілі;48.68626;27.65431
Вінницька;Мурованокуриловецький;Могилів-Подільський;Вендичанська;с. Лучинчик;23452;вул. Шевчнка;48.701439;27.808226
Вінницька;Мурованокуриловецький;Могилів-Подільський;Вендичанська;с. Лучинець;23453;вул. Боднара;48.704788;27.842791
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Михайлівка;24527;вул. Чернятина;48.7936228;26.77746
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Михайлівка;24527;вул. Бровіна;48.7936228;26.77746
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Безводне;24530;вул. Ракова шийка;47.1742974;33.2831602
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Дзигівка;24531;вул. Шамури;48.358994;28.315762
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Писарівка;24535;вул. Василишена;49.4219043;34.6091975
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Цекинівка;24545;вул. Космонавтів;48.153152;28.317617
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Цекинівка;24545;вул. Булата;48.153152;28.317617
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Велика Кісниця;24546;вул. Харісова;48.141399;28.44875
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Велика Кісниця;24546;вул. Солов'я;48.141399;28.44875
Вінницька;Барський;Жмеринський;Барська;м. Бар;23000;пров. Затишний;49.0791656;27.6894923
Вінницька;Барський;Жмеринський;Барська;м. Бар;23000;пров. Врублевського;49.0797894;27.6727792
Вінницька;Барський;Жмеринський;Барська;м. Бар;23000;пл. Пам'яті;49.077621;27.6813781
Вінницька;Бершадський;Гайсинський;Бершадська;с. Флорине;24405;пров. 1-й Зеленогайський;48.3467663;29.5221034
Вінницька;Бершадський;Гайсинський;Бершадська;с. Флорине;24405;пров. 2-й Зеленогайський;48.3472986;29.5178258
Вінницька;Вінницький;Вінницький;Вінницька;с. Вінницькі Хутори;23219;вул. Бузкова;49.2122809;28.5541052
Вінницька;Вінницький;Вінницький;Вінницька;с. Вінницькі Хутори;23219;вул. Полуянова Л.;49.20467;28.55072
Вінницька;Вінницький;Вінницький;Вінницька;с. Вінницькі Хутори;23219;пров. 1-й Володимира Івасюка;49.20467;28.55072
Вінницька;Вінницький;Вінницький;Вінницька;с. Вінницькі Хутори;23219;пров. 1-й Сагайдачного;49.2137938;28.5427963
Вінницька;Вінницький;Вінницький;Вінницька;с. Вінницькі Хутори;23219;пров. 2-й Володимира Івасюка;49.20467;28.55072
Вінницька;Бершадський;Гайсинський;Бершадська;м. Бершадь;24400;пров. Поповича;48.36594;29.51889
Вінницька;Вінницький;Вінницький;Лука-Мелешківська;с. Іванівка;23250;пров. 1-й Коцюбинського;51.379708;31.286221
Вінницька;Вінницький;Вінницький;Лука-Мелешківська;с. Іванівка;23250;пров. 2-й Коцюбинського;51.379708;31.286221
Вінницька;Вінницький;Вінницький;Лука-Мелешківська;с. Іванівка;23250;пров. 2-й Український;48.8842281;36.2112916
Вінницька;Вінницький;Вінницький;Лука-Мелешківська;с. Іванівка;23250;пров. 3-й Коцюбинського;51.379708;31.286221
Вінницька;Вінницький;Вінницький;Лука-Мелешківська;с. Іванівка;23250;пров. 3-й Український;48.8842281;36.2112916
Вінницька;Вінницький;Вінницький;Лука-Мелешківська;с. Іванівка;23250;пров. 1-й Кушіра;48.23788;38.9352
Вінницька;Вінницький;Вінницький;Лука-Мелешківська;с. Іванівка;23250;пров. 1-й Український;48.8842281;36.2112916
Вінницька;Вінницький;Вінницький;Лука-Мелешківська;с. Лука-Мелешківська;23234;пров. 1-й Жовтневий;49.173946;28.495565
Вінницька;Вінницький;Вінницький;Лука-Мелешківська;с. Лука-Мелешківська;23234;пров. 1-й Незалежності;49.173946;28.495565
Вінницька;Вінницький;Вінницький;Лука-Мелешківська;с. Лука-Мелешківська;23234;пров. 2-й Незалежності;49.173946;28.495565
Вінницька;Вінницький;Вінницький;Лука-Мелешківська;с. Лука-Мелешківська;23234;пров. 3-й Незалежності;49.173946;28.495565
Вінницька;Вінницький;Вінницький;Стрижавська;с. Сосонка;23218;парк Тракторний;50.39146;34.908443
Вінницька;Вінницький;Вінницький;Вінницька;с. Стадниця;23241;пров. 1-й Миру;49.2760455;28.6007862
Вінницька;Гайсинський;Гайсинський;Краснопільська;с. Гранів;23731;пров. 1-й Райдужний;48.873363;29.566227
Вінницька;Гайсинський;Гайсинський;Краснопільська;с. Гранів;23731;пров. 1-й Суворова;48.873363;29.566227
Вінницька;Гайсинський;Гайсинський;Краснопільська;с. Гранів;23731;пров. 1-й Матросова;48.873363;29.566227
Вінницька;Гайсинський;Гайсинський;Краснопільська;с. Гранів;23731;пров. 1-й Парна;48.873363;29.566227
Вінницька;Гайсинський;Гайсинський;Краснопільська;с. Гранів;23731;пров. 1-й Миколаївський;48.873363;29.566227
Вінницька;Гайсинський;Гайсинський;Краснопільська;с. Гранів;23731;пров. 2-й Парна;48.873363;29.566227
Вінницька;Гайсинський;Гайсинський;Краснопільська;с. Гранів;23731;пров. 2-й Яблуневий;48.873363;29.566227
Вінницька;Гайсинський;Гайсинський;Краснопільська;с. Грузьке;23756;пров. 1-го Травня;49.9499368;35.1157936
Вінницька;Гайсинський;Гайсинський;Краснопільська;с. Грузьке;23756;пров. 1-й Івана Франка;49.9499368;35.1157936
Вінницька;Гайсинський;Гайсинський;Кунківська;с. Кузьминці;23712;пров. 1-й Гагаріна;48.95851;27.68417
Вінницька;Гайсинський;Гайсинський;Кунківська;с. Кузьминці;23712;пров. 1-й Терещука;48.95851;27.68417
Вінницька;Гайсинський;Гайсинський;Гайсинська;с. Куна;23714;пров. 1-й Надсіб;48.78083;29.346933
Вінницька;Гайсинський;Гайсинський;Гайсинська;с. Куна;23714;пров. 5-й Надсіб;48.78083;29.346933
Вінницька;Гайсинський;Гайсинський;Кунківська;с. Кунка;23713;пл. Миру;48.8226114;29.2755571
Вінницька;Гайсинський;Гайсинський;Краснопільська;с. Михайлівка;23732;пров. 1-й Жовтневий;48.7936228;26.77746
Вінницька;Гайсинський;Гайсинський;Краснопільська;с. Михайлівка;23732;пров. 2-й Жовтневий;48.7936228;26.77746
Вінницька;Гайсинський;Гайсинський;Гайсинська;с. Харпачка;23742;пров. Центральний;48.742573;29.218302
Вінницька;Жмеринський;Жмеринський;Северинівська;с. Сербинівці;23122;пров. Вишневий;49.09206;27.92793
Вінницька;Жмеринський;Жмеринський;Северинівська;с. Сербинівці;23122;пров. Угловий;49.09206;27.92793
Вінницька;Жмеринський;Жмеринський;Северинівська;с. Сербинівці;23122;пров. Участковий;49.09206;27.92793
Вінницька;Жмеринка;Жмеринський;Жмеринська;м. Жмеринка;23100;тупик Кобилянського;49.0354593;28.1147317
Вінницька;Жмеринка;Жмеринський;Жмеринська;м. Жмеринка;23100;пров. 3-й Петровського;49.0354593;28.1147317
Вінницька;Жмеринка;Жмеринський;Жмеринська;м. Жмеринка;23100;пров. 2-й Петровського;49.0354593;28.1147317
Вінницька;Жмеринка;Жмеринський;Жмеринська;м. Жмеринка;23100;пров. 1-й Петровського;49.0354593;28.1147317
Вінницька;Жмеринка;Жмеринський;Жмеринська;м. Жмеринка;23100;тупик Одеський;49.0354593;28.1147317
Вінницька;Жмеринка;Жмеринський;Жмеринська;м. Жмеринка;23100;проїзд Анатолія Базилевича;49.0354593;28.1147317
Вінницька;Жмеринка;Жмеринський;Жмеринська;м. Жмеринка;23100;тупик Космонавтів;49.0354593;28.1147317
Вінницька;Жмеринка;Жмеринський;Жмеринська;м. Жмеринка;23100;тупик Василя Стуса;49.0354593;28.1147317
Вінницька;Жмеринка;Жмеринський;Жмеринська;м. Жмеринка;23100;тупик Веселий;49.0354593;28.1147317
Вінницька;Жмеринка;Жмеринський;Жмеринська;м. Жмеринка;23100;тупик Бабаджаняна;49.0354593;28.1147317
Вінницька;Жмеринка;Жмеринський;Жмеринська;м. Жмеринка;23100;тупик Тонельний;49.0354593;28.1147317
Вінницька;Калинівський;Хмільницький;Калинівська;с. Корделівка;22445;вул. Весняна;49.52599;28.540335
Вінницька;Калинівський;Хмільницький;Калинівська;с. Корделівка;22445;вул. Тиха;49.52599;28.540335
Вінницька;Калинівський;Хмільницький;Калинівська;с. Корделівка;22445;пров. Успішна;49.52599;28.540335
Вінницька;Калинівський;Хмільницький;Калинівська;с. Корделівка;22445;вул. Затишна;49.52599;28.540335
Вінницька;Калинівський;Хмільницький;Калинівська;с. Павлівка;22436;пров. 1-й Лісовий;48.13145;39.54048
Вінницька;Калинівський;Хмільницький;Калинівська;с. Павлівка;22436;пров. 1-й Шкільний;47.2488317;29.5713539
Вінницька;Калинівський;Хмільницький;Калинівська;с. Павлівка;22436;пров. 2-й Шкільний;47.2488317;29.5713539
Вінницька;Калинівський;Хмільницький;Калинівська;с. Павлівка;22436;пров. 3-й Шкільний;47.2488317;29.5713539
Вінницька;Калинівський;Хмільницький;Калинівська;с. Павлівка;22436;пров. 1-й Калинівський;49.4489388;28.4735423
Вінницька;Калинівський;Хмільницький;Калинівська;с. Павлівка;22436;пров. 2-й Калинівський;49.4489388;28.4735423
Вінницька;Ямпільський;Могилів-Подільський;Ямпільська;с. Михайлівка;24527;вул. Коцюбинського;49.1992925;28.7208152
Вінницька;Шаргородський;Жмеринський;Джуринська;с. Джурин;23545;пров. Покутинський;48.671547;28.2800173
Вінницька;Хмільницький;Хмільницький;Хмільницька;с. Куманівці;22053;пров. 1-й Новоселів;49.597092;27.80468
Вінницька;Хмільницький;Хмільницький;Хмільницька;с. Куманівці;22053;пров. 2-й Новоселів;49.597092;27.80468
Вінницька;Липовецький;Вінницький;Турбівська;смт Турбів;22513;пров. 1-й Парковий;49.339939;28.7260729
Вінницька;Липовецький;Вінницький;Турбівська;смт Турбів;22513;пров. 2-й Парковий;49.339939;28.7260729
Вінницька;Тростянецький;Гайсинський;Тростянецька;с. Демидівка;24343;пров. Тихий;49.4240649;33.608885
Вінницька;Тростянецький;Гайсинський;Тростянецька;смт Тростянець;24300;пров. 1-го Травня;50.48046;34.96467
Вінницька;Тростянецький;Гайсинський;Тростянецька;смт Тростянець;24300;пров. 1-й Макаренка;50.4785253;34.9463538
Вінницька;Тростянецький;Гайсинський;Тростянецька;смт Тростянець;24300;пров. 2-й Макаренка;50.4785253;34.9463538
Вінницька;Тульчинський;Тульчинський;Тульчинська;с. Шура-Копіївська;23622;вул. Бузкова;48.682716;28.663174
Вінницька;Крижопільський;Тульчинський;Крижопільська;с. Голубече;24606;пров. Учительський;48.371559;28.84618
Вінницька;Крижопільський;Тульчинський;Крижопільська;с. Голубече;24606;пров. Новий;48.371559;28.84618
Вінницька;Крижопільський;Тульчинський;Крижопільська;с. Голубече;24606;пров. Прикордонний;48.3815515;28.8576941
Вінницька;Крижопільський;Тульчинський;Крижопільська;с. Голубече;24606;пров. Зелений;48.371559;28.84618
Вінницька;Крижопільський;Тульчинський;Крижопільська;с. Голубече;24606;пров. Колгоспний;48.3595428;28.8491969
Вінницька;Крижопільський;Тульчинський;Городківська;с. Городківка;24615;вул. Учительська;48.3818906;28.6780509
Вінницька;Крижопільський;Тульчинський;Городківська;с. Городківка;24615;пров. 1-й Пушкіна;48.3805801;28.6870061
Вінницька;Крижопільський;Тульчинський;Городківська;с. Городківка;24615;пров. 2-й Пушкіна;48.3805801;28.6870061
Вінницька;Крижопільський;Тульчинський;Городківська;с. Городківка;24615;вул. Мазуркевича;48.3820688;28.6768148
Вінницька;Крижопільський;Тульчинський;Крижопільська;смт Крижопіль;24600;пров. Перемоги;48.38568;28.86941
Вінницька;Крижопільський;Тульчинський;Крижопільська;смт Крижопіль;24600;пров. Полковника Зеленського;48.38568;28.86941
Вінницька;Крижопільський;Тульчинський;Крижопільська;смт Крижопіль;24600;пров. Свердлова;48.38568;28.86941
Вінницька;Крижопільський;Тульчинський;Крижопільська;смт Крижопіль;24600;пров. 1-й В'ячеслава Чорновола;48.38568;28.86941
Вінницька;Крижопільський;Тульчинський;Крижопільська;смт Крижопіль;24600;пров. 2-й В'ячеслава Чорновола;48.38568;28.86941
Вінницька;Крижопільський;Тульчинський;Крижопільська;смт Крижопіль;24600;пров. 3-й В'ячеслава Чорновола;48.38568;28.86941
Вінницька;Немирівський;Гайсинський;Райгородська;смт Ситківці;22865;вул. Ковальчука;48.9096415;29.2022653
Вінницька;Тиврівський;Вінницький;Тиврівська;с. Красне;23342;пров. 1-го Травня;48.916512;28.398561
Вінницька;Тиврівський;Вінницький;Тиврівська;с. Красне;23342;пров. Коцюбинського;48.916512;28.398561
Вінницька;Тиврівський;Вінницький;Тиврівська;с. Красне;23342;пров. Затишна;48.916512;28.398561
Вінницька;Тиврівський;Вінницький;Тиврівська;с. Красне;23342;пров. Перемоги;51.2920922;31.2824004
Вінницька;Піщанський;Тульчинський;Піщанська;с. Ставки;24721;пров. Урожайний;49.953449;23.765244
Вінницька;Піщанський;Тульчинський;Піщанська;с. Ставки;24721;пров. Дорожній;49.953449;23.765244
Вінницька;Піщанський;Тульчинський;Піщанська;с. Ставки;24721;пров. Вербовий;49.953449;23.765244
Вінницька;Піщанський;Тульчинський;Піщанська;смт Піщанка;24700;пров. Гагаріна;49.3832647;35.4425092
Вінницька;Піщанський;Тульчинський;Піщанська;смт Піщанка;24700;пров. Урожайний;48.2077558;28.8864581
Вінницька;Піщанський;Тульчинський;Піщанська;смт Піщанка;24700;пров. Подільський;48.2077558;28.8864581
Вінницька;Піщанський;Тульчинський;Піщанська;смт Піщанка;24700;пров. Рябчинської;48.2077558;28.8864581
Вінницька;Піщанський;Тульчинський;Піщанська;смт Піщанка;24700;пров. Комунальний;48.2077558;28.8864581
Вінницька;Піщанський;Тульчинський;Піщанська;смт Рудниця;24723;пров. 8-го Березня;48.2571;28.9349
Вінницька;Піщанський;Тульчинський;Піщанська;смт Рудниця;24723;пров. Лісовий;48.2571;28.9349
Вінницька;Піщанський;Тульчинський;Піщанська;смт Рудниця;24723;пров. Шевченка;48.2571;28.9349
Вінницька;Піщанський;Тульчинський;Піщанська;смт Рудниця;24723;пров. Франка;48.2571;28.9349
Вінницька;Піщанський;Тульчинський;Піщанська;с. Рудницьке;24730;пров. Квітневий;48.256069;29.007339
Вінницька;Піщанський;Тульчинський;Піщанська;с. Рудницьке;24730;пров. Яблуневий;48.256069;29.007339
Вінницька;Піщанський;Тульчинський;Піщанська;с. Рудницьке;24730;пров. Надії;48.256069;29.007339
Вінницька;Літинський;Вінницький;Літинська;смт Літин;22300;пров. 1-й Ватутіна;49.3327619;28.0711297
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22100;пров. Лісовий;49.715131;28.8532559
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;пров. Перемоги;49.7076264;28.8193816
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;пров. Кондрацького;49.7186764;28.8134318
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;пров. Новий;49.7195867;28.8354279
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;пров. Отця Олександра;49.7195867;28.8354279
Вінницька;Козятинський;Хмільницький;Махнівська;с. Махнівка;22133;пров. Лікарняний;49.7230018;28.6611359
Вінницька;Козятинський;Хмільницький;Махнівська;с. Махнівка;22133;пров. Механізаторів;49.7207433;28.6709477
Вінницька;Козятинський;Хмільницький;Махнівська;с. Махнівка;22133;пров. Польовий;49.7207287;28.6576483
Вінницька;Козятинський;Хмільницький;Махнівська;с. Махнівка;22133;пров. Береговий;49.7308671;28.6636044
Вінницька;Козятинський;Хмільницький;Махнівська;с. Махнівка;22133;пров. Садовий;49.7181533;28.6695849
Вінницька;Козятинський;Хмільницький;Козятинська;с. Махаринці;22141;пров. Дружний;49.7100436;28.915565
Вінницька;Козятинський;Хмільницький;Козятинська;с. Махаринці;22141;пров. Лісовий;49.7235342;28.8997078
Вінницька;Козятинський;Хмільницький;Козятинська;с. Махаринці;22141;пров. Набережна;49.7100436;28.915565
Вінницька;Козятинський;Хмільницький;Махнівська;с. Перемога;22134;пров. Лесі Українки;51.109478;34.369778
Вінницька;Козятинський;Хмільницький;Махнівська;с. Перемога;22134;пров. Шевченка;51.109478;34.369778
Вінницька;Козятинський;Хмільницький;Махнівська;с. Юрівка;22112;пров. Польовий;51.006771;33.395351
Вінницька;Козятинський;Хмільницький;Махнівська;с. Юрівка;22112;пров. Тихий;51.006771;33.395351
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Поштова;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Зарічна;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Ломоносова;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Набережна;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Дзигівська;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Бушанка;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Вишнева;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Авер'янова;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Шкільна;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Руданського;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Соборна;48.4785366;28.1879783
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Польова;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Гагаріна;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Кругова;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Шевченка;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Лісова;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Мостова;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Моївська;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Садова;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Бабчинці;24132;вул. Мартинюка;48.417961;28.160311
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Біляни;24110;вул. Прибережна;48.627201;28.01548
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Біляни;24110;вул. Лесі Українки;48.627201;28.01548
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Біляни;24110;вул. Щаслива;48.6057189;28.0133719
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Біляни;24110;вул. Незалежності;48.627201;28.01548
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Біляни;24110;вул. Джерельна;48.6075351;28.0103277
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Біляни;24110;пров. Сагайдачного;48.627201;28.01548
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Борівка;24123;вул. Незалежності;48.506905;28.255505
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Борівка;24123;вул. Оксамитова;48.506905;28.255505
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Борівка;24123;вул. Ринкова;48.506905;28.255505
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Борівка;24123;вул. Пирогова;48.506905;28.255505
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Борівка;24123;вул. Садова;48.506905;28.255505
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Вила-Ярузькі;24130;вул. Поштова;48.4462982;28.0379877
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Вила-Ярузькі;24130;вул. Набережна;48.4462982;28.0379877
Вінницька;Чернівецький;Могилів-Подільський;Бабчинецька;с. Вила-Ярузькі;24130;вул. Східна;48.4462982;28.0379877
Волинська;Камінь-Каширський;Камінь-Каширський;Камінь-Каширська;с. Боровне;44562;вул. Зелена;51.5131443;25.2868869
Волинська;Камінь-Каширський;Камінь-Каширський;Камінь-Каширська;м. Камінь-Каширський;44501;вул. Відродження;51.6136664;24.9680185
Волинська;Камінь-Каширський;Камінь-Каширський;Камінь-Каширська;м. Камінь-Каширський;44501;вул. Волонтерська;51.5610445;25.003865
Волинська;Камінь-Каширський;Камінь-Каширський;Камінь-Каширська;м. Камінь-Каширський;44501;вул. Рясна;51.6039662;24.9585539
